POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,2,Classified,54,5:03:36.467,-,-,38,5:04.640,161.0,DRM Autographe Fun,FUN,,,FUN CUP,,,,,,,,,,,,,DRM Autographe Fun,,,,,,,,,,
2,82,Classified,54,5:03:42.171,+5.704,+5.704,25,5:05.728,160.4,ZOSH - DI ENVIR 1,FUN,,,FUN CUP,,,,,,,,,,,,,ZOSH - DI ENVIR 1,,,,,,,,,,
3,482,Classified,54,5:05:03.292,+1:26.825,+1:21.121,27,5:06.952,159.8,NO LIMIT RACING,FUN,,,FUN CUP,,,,,,,,,,,,,NO LIMIT RACING,,,,,,,,,,
4,5,Classified,54,5:05:23.002,+1:46.535,+19.710,43,5:07.424,159.6,TEAM PETROLHEADS,FUN,,,FUN CUP,,,,,,,,,,,,,TEAM PETROLHEADS,,,,,,,,,,
5,30,Classified,54,5:05:59.825,+2:23.358,+36.823,42,5:06.815,159.9,WRT-30,FUN,,,FUN CUP,,,,,,,,,,,,,WRT-30,,,,,,,,,,
6,428,Classified,54,5:06:58.734,+3:22.267,+58.909,46,5:07.951,159.3,GPX RACING,FUN,,,FUN CUP,,,,,,,,,,,,,GPX RACING,,,,,,,,,,
7,282,Classified,53,5:04:31.947,1 Lap,1 Lap,42,5:10.243,158.1,A3PRO BY M3M,FUN,,,FUN CUP,,,,,,,,,,,,,A3PRO BY M3M,,,,,,,,,,
8,66,Classified,53,5:05:12.847,1 Lap,+40.900,21,5:09.283,158.6,PP 81 - TM RACING,FUN,,,FUN CUP,,,,,,,,,,,,,PP 81 - TM RACING,,,,,,,,,,
9,172,Classified,53,5:05:19.932,1 Lap,+7.085,50,5:11.507,157.5,EURODATACAR BY M3M,FUN,,,FUN CUP,,,,,,,,,,,,,EURODATACAR BY M3M,,,,,,,,,,
10,469,Classified,53,5:05:20.277,1 Lap,+0.345,26,5:11.866,157.3,ALLURE TEAM 3,FUN,,,FUN CUP,,,,,,,,,,,,,ALLURE TEAM 3,,,,,,,,,,
11,456,Classified,53,5:05:42.658,1 Lap,+22.381,12,5:10.779,157.8,M3,FUN,,,FUN CUP,,,,,,,,,,,,,M3,,,,,,,,,,
12,284,Classified,53,5:05:54.050,1 Lap,+11.392,7,5:08.481,159.0,AC MOTORSPORT,FUN,,,FUN CUP,,,,,,,,,,,,,AC MOTORSPORT,,,,,,,,,,
