POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,424,5,5:05.368,-,-,160.6,10,M3M,FUN,,,,,,,,,,,,,,,,M3M,,,,,,,,,,
2,2,5,5:05.794,+0.426,+0.426,160.4,10,DRM Autographe Fun,FUN,,,,,,,,,,,,,,,,DRM Autographe Fun,,,,,,,,,,
3,428,4,5:08.706,+3.338,+2.912,158.9,9,GPX RACING,FUN,,,,,,,,,,,,,,,,GPX RACING,,,,,,,,,,
4,219,4,5:09.093,+3.725,+0.387,158.7,10,CG RACING,FUN,,,,,,,,,,,,,,,,CG RACING,,,,,,,,,,
5,5,8,5:09.855,+4.487,+0.762,158.3,11,TEAM PETROLHEADS,FUN,,,,,,,,,,,,,,,,TEAM PETROLHEADS,,,,,,,,,,
6,275,3,5:10.594,+5.226,+0.739,157.9,10,ZOSH,FUN,,,,,,,,,,,,,,,,ZOSH,,,,,,,,,,
7,474,10,5:10.642,+5.274,+0.048,157.9,10,DEFI PERFORMANCE,FUN,,,,,,,,,,,,,,,,DEFI PERFORMANCE,,,,,,,,,,
8,438,4,5:11.151,+5.783,+0.509,157.7,9,SK RACING,FUN,,,,,,,,,,,,,,,,SK RACING,,,,,,,,,,
9,82,4,5:11.307,+5.939,+0.156,157.6,10,ZOSH,FUN,,,,,,,,,,,,,,,,ZOSH,,,,,,,,,,
10,66,8,5:11.310,+5.942,+0.003,157.6,10,POLE POSITION 81,FUN,,,,,,,,,,,,,,,,POLE POSITION 81,,,,,,,,,,
11,24,5,5:11.329,+5.961,+0.019,157.6,10,TEAM PETROLHEADS,FUN,,,,,,,,,,,,,,,,TEAM PETROLHEADS,,,,,,,,,,
12,30,8,5:11.540,+6.172,+0.211,157.5,9,TEAM WRT,FUN,,,,,,,,,,,,,,,,TEAM WRT,,,,,,,,,,
13,298,9,5:11.823,+6.455,+0.283,157.3,9,NO LIMIT RACING,FUN,,,,,,,,,,,,,,,,NO LIMIT RACING,,,,,,,,,,
14,480,4,5:12.349,+6.981,+0.526,157.0,10,MILO RACING,FUN,,,,,,,,,,,,,,,,MILO RACING,,,,,,,,,,
15,483,8,5:12.710,+7.342,+0.361,156.9,10,ORHES,FUN,,,,,,,,,,,,,,,,ORHES,,,,,,,,,,
16,442,8,5:13.317,+7.949,+0.607,156.6,10,ORHES,FUN,,,,,,,,,,,,,,,,ORHES,,,,,,,,,,
17,48,6,5:13.434,+8.066,+0.117,156.5,9,M3M,FUN,,,,,,,,,,,,,,,,M3M,,,,,,,,,,
18,449,8,5:13.533,+8.165,+0.099,156.5,10,DEFI PERFORMANCE,FUN,,,,,,,,,,,,,,,,DEFI PERFORMANCE,,,,,,,,,,
19,31,3,5:13.567,+8.199,+0.034,156.4,9,TEAM WRT,FUN,,,,,,,,,,,,,,,,TEAM WRT,,,,,,,,,,
20,443,10,5:13.770,+8.402,+0.203,156.3,10,POLE POSITION 81,FUN,,,,,,,,,,,,,,,,POLE POSITION 81,,,,,,,,,,
21,33,7,5:14.387,+9.019,+0.617,156.0,9,M3M,FUN,,,,,,,,,,,,,,,,M3M,,,,,,,,,,
22,13,8,5:15.233,+9.865,+0.846,155.6,10,SK RACING,FUN,,,,,,,,,,,,,,,,SK RACING,,,,,,,,,,
23,282,6,5:15.296,+9.928,+0.063,155.6,9,M3M,FUN,,,,,,,,,,,,,,,,M3M,,,,,,,,,,
24,426,9,5:15.531,+10.163,+0.235,155.5,9,ALLURE TEAM,FUN,,,,,,,,,,,,,,,,ALLURE TEAM,,,,,,,,,,
25,456,8,5:15.994,+10.626,+0.463,155.2,10,M3,FUN,,,,,,,,,,,,,,,,M3,,,,,,,,,,
26,410,4,5:16.027,+10.659,+0.033,155.2,10,ALLURE TEAM,FUN,,,,,,,,,,,,,,,,ALLURE TEAM,,,,,,,,,,
27,284,3,5:16.150,+10.782,+0.123,155.2,10,AC MOTORSPORT,FUN,,,,,,,,,,,,,,,,AC MOTORSPORT,,,,,,,,,,
28,93,3,5:16.550,+11.182,+0.400,155.0,8,SK RACING,FUN,,,,,,,,,,,,,,,,SK RACING,,,,,,,,,,
