POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,18,10,2:12.556,-,-,157.3,12,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,M./G.,DESIDERI/PAPARUSSO,,,IT,,,,,,,
2,90,11,2:12.592,+0.036,+0.036,157.3,12,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,PIER ANDREA,DEMARCO,,,,,,,,,,
3,128,12,2:13.163,+0.607,+0.571,156.6,12,GT DRIVE,,,,MITJET 2L,,,,,,,,,,,,MARIUS,FOSSARD,,,,,,,,,,
4,3,4,2:13.312,+0.756,+0.149,156.4,11,SCIONTI FEDERICO,,,,MITJET 2L,,,,,,,,,,,,FEDERICO,SCIONTI,,,,,,,,,,
5,88,12,2:13.684,+1.128,+0.372,156.0,12,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,JANKAVICIUS,POVILAS,,,LTU,,,,,,,
6,71,11,2:13.698,+1.142,+0.014,156.0,11,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,KEVIN,CAPRASSE,,,,,,,,,,
7,35,11,2:13.845,+1.289,+0.147,155.8,12,ITAL CAR MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,A./L.,GIROTTI/TOCCI,,,IT,,,,,,,
8,32,4,2:14.126,+1.570,+0.281,155.5,11,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,V./A.,PRANDI/GUAZZARONI,,,IT,,,,,,,
9,44,7,2:14.699,+2.143,+0.573,154.8,13,FOX RACING,,,,MITJET 2L,,,,,,,,,,,,E./D.,GARBELLI/FOSSATI,,,,,,,,,,
10,28,8,2:15.076,+2.520,+0.377,154.4,12,GRT MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,L./R.,FUNARI/FUOCHI,,,IT,,,,,,,
11,69,12,2:15.557,+3.001,+0.481,153.8,12,GT DRIVE,,,,MITJET 2L,,,,,,,,,,,,XAVIER,BOULARD,,,,,,,,,,
12,11,11,2:15.597,+3.041,+0.040,153.8,12,GT DRIVE,,,,MITJET 2L,,,,,,,,,,,,JEREMY,TOURNISSOUX,,,,,,,,,,
13,115,11,2:15.736,+3.180,+0.139,153.6,11,DC RACING,,,,MITJET 2L,,,,,,,,,,,,ALESSANDRO,FERLONI,,,IT,,,,,,,
14,116,12,2:15.888,+3.332,+0.152,153.5,12,TEAM LUCAS,,,,MITJET 2L,,,,,,,,,,,,JEROME,THIEL,,,,,,,,,,
15,25,6,2:16.040,+3.484,+0.152,153.3,11,WOLFHOUND,,,,MITJET 2L,,,,,,,,,,,,F./G.,ROUVIER/FORENZI,,,,,,,,,,
16,22,13,2:16.362,+3.806,+0.322,152.9,13,MV2S,,,,MITJET 2L,,,,,,,,,,,,FRANCOIS,BUISSON,,,,,,,,,,
17,83,12,2:16.452,+3.896,+0.090,152.8,12,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,JEAN-MARC,BOURGINEAU,,,,,,,,,,
18,68,12,2:16.644,+4.088,+0.192,152.6,12,SCIONTI RACING TEAM,,,,MITJET 2L,,,,,,,,,,,,D./M.,RACOLTA/PORRETTA,,,IT,,,,,,,
19,16,5,2:17.009,+4.453,+0.365,152.2,12,FOX RACING,,,,MITJET 2L,,,,,,,,,,,,Mattia,FOSSATI,,,IT,,,,,,,
20,110,8,2:17.320,+4.764,+0.311,151.9,12,DC RACING,,,,MITJET 2L,,,,,,,,,,,,ALESSANDRO,CREMONA,,,IT,,,,,,,
21,66,8,2:17.374,+4.818,+0.054,151.8,8,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,ERIC,GERARD,,,,,,,,,,
22,34,12,2:17.556,+5.000,+0.182,151.6,13,ITAL CAR MOTORSPORT,,,,MITJET 2L,,,,,,,,,,,,F./L.,MALVESTITI/ENGOLLI,,,IT,,,,,,,
23,21,12,2:17.974,+5.418,+0.418,151.2,12,MV2S,,,,MITJET 2L,,,,,,,,,,,,FRANCOIS,GERMAIN,,,,,,,,,,
24,31,12,2:18.507,+5.951,+0.533,150.6,12,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,A./E.,GINESI/SCIOMMERI,,,IT,,,,,,,
25,17,6,2:19.218,+6.662,+0.711,149.8,11,ARCTIC ENERGY,,,,MITJET 2L,,,,,,,,,,,,EGOROV/SALO,S./M.,,,RU,,,,,,,
26,36,8,2:19.479,+6.923,+0.261,149.5,12,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,AGOSTINO,ROSSETTI,,,IT,,,,,,,
27,55,11,2:19.977,+7.421,+0.498,149.0,12,DNS RACING,,,,MITJET 2L,,,,,,,,,,,,JONATHAN,POTIER,,,,,,,,,,
28,8,0,,,,,0,GT DRIVE,,,,MITJET 2L,,,,,,,,,,,,MANU,DAMIANI,,,,,,,,,,
29,33,0,,,,,0,COSTA OVEST,,,,MITJET 2L,,,,,,,,,,,,F./C.,CROCCOLINO/PAPI,,,IT,,,,,,,
