POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,96,5,2:21.154,-,-,138.2,5,,QTCC,,2000,Honda S2000,,,,,,,,,,2002,,ABDULLA,ALI ALKKHELAIFI,,,QAT,AAA,,,,,,
2,1,5,2:21.428,+0.274,+0.274,137.9,6,,QTCC,,2000,Lotus Falis,,,,,,,,,,2002,,GHANIN,AL MADHEED,,,QAT,GAM,,,,,,
3,42,8,2:22.549,+1.395,+1.121,136.8,9,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1997,,AHMED,ALASIRI,,,QAT,ALA,,,,,,
4,23,5,2:26.864,+5.710,+4.315,132.8,11,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,IBRAHIM,AL-MANNAI,,,QAT,IAM,,,,,,
5,5,4,2:28.187,+7.033,+1.323,131.6,9,,QTCC,,2000,Honda S2000,,,,,,,,,,2002,,IBRAHIM,AL ABDULGHANI,,,QAT,IAA,,,,,,
6,92,2,2:31.064,+9.910,+2.877,129.1,7,,QTCC,,2000,Honda CIVIC,,,,,,,,,,2008,,ABDULAZIZ,AL-SAYED,,,QAT,AAS,,,,,,
7,89,3,2:31.450,+10.296,+0.386,128.8,10,,QTCC,,2000,Acura RSX Type S,,,,,,,,,,2006,,ALI,EMADADHI,,,QAT,EMA,,,,,,
8,77,4,2:32.350,+11.196,+0.900,128.0,5,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,OMRAN,KARAMA,,,PSE,KAR,,,,,,
9,11,7,2:35.592,+14.438,+3.242,125.4,9,,QTCC,,2000,Honda CIVIC,,,,,,,,,,2010,,ABDULAZIZ,AL JABRI,,,QAT,AAJ,,,,,,
10,3,5,2:35.612,+14.458,+0.020,125.3,10,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2006,,SAEED,AL HAJRI,,,QAT,SAH,,,,,,
11,8,4,2:36.239,+15.085,+0.627,124.8,5,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2004,,YOUSEF,AL-JABRI,,,QAT,YAJ,,,,,,
12,99,3,2:41.550,+20.396,+5.311,120.7,5,,QTCC,,1600,Renault Clio RS,,,,,,,,,,2015,,MOHAMMED,EMADADHI,,,QAT,EMA,,,,,,
13,100,2,2:42.115,+20.961,+0.565,120.3,3,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1997,,MOHAMED,MARZOUQ AL BUAINAIN,,,QAT,MAB,,,,,,
,10,0,,,,,0,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1998,,NASSER,SHEGHAIL,,,QAT,SHE,,,,,,
,74,0,,,,,0,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,MANSOUR,AL-HAJRI,,,QAT,MAH,,,,,,
,85,0,,,,,0,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,MOHD,AL MAHMOUD,,,QAT,MAM,,,,,,
