POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,92,6,2:55.141,-,-,144.0,8,Swiss Wheels Swappers,FC1,,,Porsche 964 RS,,,,,,,,,,,,,TORRES,,,CHE,,,,,,,
2,2,6,2:56.820,+1.679,+1.679,142.6,7,Garage Terriou,FC1,,,Porsche 911,,,,,,,,,,,,,TERRIOU,,,FRA,,,,,,,
3,30,6,2:59.084,+3.943,+2.264,140.8,7,GT Ride,FC1,,,Porsche 964 RSR,,,,,,,,,,,,,GARRET,,,FRA,,,,,,,
4,93,4,3:00.720,+5.579,+1.636,139.5,8,MVRacing,FC1,,,Porsche 911 SC,,,,,,,,,,,,,DECULTOT / MATHON,,,FRA,,,,,,,
5,9,7,3:05.363,+10.222,+4.643,136.0,8,Ferdinand Racing Team,FC1,,,Porsche 964 RS,,,,,,,,,,,,,DRO,,,FRA,,,,,,,
6,72,5,3:06.300,+11.159,+0.937,135.3,7,FLV Associés,FC2,,,Porsche 911 3.0 SC,,,,,,,,,,,,,MATHIEU / MONOT,,,FRA,,,,,,,
7,23,5,3:06.548,+11.407,+0.248,135.2,7,GHC,FC2,,,Porsche 968 CS,,,,,,,,,,,,,LES,,,BEL,,,,,,,
8,69,7,3:06.722,+11.581,+0.174,135.0,8,Terriou Racing,FC2,,,Porsche 911 3.0 SC,,,,,,,,,,,,,L'EPLATTENIER,,,FRA,,,,,,,
9,91,6,3:07.169,+12.028,+0.447,134.7,6,Team Hulk Racing,FC2,,,Porsche 944 S,,,,,,,,,,,,,MAUDUIT / LACROIX,,,L / B,,,,,,,
10,7,7,3:08.372,+13.231,+1.203,133.9,7,Team Brunel,FC1,,,Porsche 993 C2,,,,,,,,,,,,,BRUNEL / BRUNEL,,,FRA,,,,,,,
11,44,4,3:09.299,+14.158,+0.927,133.2,7,Team JMCE,FC2,,,Porsche 944 S2,,,,,,,,,,,,,LICOPS,,,BEL,,,,,,,
12,198,5,3:09.843,+14.702,+0.544,132.8,8,JH Racing Team,FC1,,,Porsche 964 C2,,,,,,,,,,,,,HARDONNIERE,,,FRA,,,,,,,
13,56,4,3:11.065,+15.924,+1.222,132.0,7,FlatSix Le Mans RT,FC1,,,Porsche 911 SC,,,,,,,,,,,,,GAULTIER / LE FLEM,,,FRA,,,,,,,
14,76,4,3:11.603,+16.462,+0.538,131.6,7,JC Retro Racing,FC2,,,Porsche 968 CS,,,,,,,,,,,,,CARVALHEIRO / NAIVIN,,,FRA,,,,,,,
15,924,6,3:12.035,+16.894,+0.432,131.3,8,JS Speed Shop,FC2,,,Porsche 924 S,,,,,,,,,,,,,SALVA / MORISSET,,,FRA,,,,,,,
16,22,6,3:12.037,+16.896,+0.002,131.3,8,BG-BC,FC2,,,Porsche 911 3.2 l,,,,,,,,,,,,,GAYER / PAULEN,,,FRA,,,,,,,
17,75,3,3:12.511,+17.370,+0.474,131.0,7,Parisians Cars Racing Team,FC2,,,Porsche 911 SC,,,,,,,,,,,,,SERRES / PUECHAVY,,,FRA,,,,,,,
18,5,4,3:12.945,+17.804,+0.434,130.7,7,Juracing Team,FC1,,,Porsche 911 2.8 RSR,,,,,,,,,,,,,RAMOUSSE,,,FRA,,,,,,,
19,68,7,3:13.341,+18.200,+0.396,130.4,8,Garage du Centre,FC2,,,Porsche 968,,,,,,,,,,,,,SALERNO,,,FRA,,,,,,,
20,77,6,3:14.025,+18.884,+0.684,130.0,7,Air Cooled Racing Team,FC2,,,Porsche 911 3.0 l,,,,,,,,,,,,,DEBY / BELKREIR,,,LUX,,,,,,,
21,4,7,3:16.115,+20.974,+2.090,128.6,7,CAS Racing,FC2,,,Porsche 968 CS,,,,,,,,,,,,,DUDEL,,,FRA,,,,,,,
22,18,3,3:16.915,+21.774,+0.800,128.0,7,Ravé Classic,FCT,,,Porsche 944 Turbo Cup,,,,,,,,,,,,,BOYER,,,FRA,,,,,,,
23,99,4,3:19.130,+23.989,+2.215,126.6,7,Sportswagen Zentrum Eifel,FC3,,,Porsche 924,,,,,,,,,,,,,ZENSEN / IRNICH,,,DEU,,,,,,,
24,8,7,3:19.410,+24.269,+0.280,126.4,7,Duval's,FC1,,,Porsche 964 C2,,,,,,,,,,,,,DUVAL / DUVAL,,,FRA,,,,,,,
25,224,3,3:29.198,+34.057,+9.788,120.5,6,Heritage Events Cars,FC1,,,Porsche 968 CS,,,,,,,,,,,,,DENIS,,,BEL,,,,,,,
26,67,6,3:38.925,+43.784,+9.727,115.2,7,Garage du Centre,FC3,,,Porsche 924,,,,,,,,,,,,,MATTER,,,FRA,,,,,,,
27,27,6,3:43.234,+48.093,+4.309,112.9,7,Leader,FC3,,,Porsche 924,,,,,,,,,,,,,RUNG / DESLAURIER,,,D / F,,,,,,,
28,24,0,,,,,0,Heritage Events Cars,FC1,,,Porsche 964 RS,,,,,,,,,,,,,BEECKMAN,,,BEL,,,,,,,
