POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,919,10,2:20.482,-,-,179.5,13,MDM Motorsport,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Hjelte,Hoffner,55246,,NED,HOF,,,,,,
2,77,7,2:20.565,+0.083,+0.083,179.4,12,Team GP Elite,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,David,Dziwok,S/ITC-C/10322,,POL,DZI,,,,,,
3,69,11,2:20.580,+0.098,+0.015,179.4,12,Team RaceArt,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Jaap,van Lagen,13620,,NED,LAG,,,,,,
4,27,10,2:20.643,+0.161,+0.063,179.3,12,Quanloop EST1 Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Tio,Ellinas,C101,,CYP,ELL,,,,,,
5,28,9,2:20.689,+0.207,+0.046,179.2,14,Quanloop EST1 Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Alexander,Reimann,32918,,EST,REI,,,,,,
6,92,11,2:20.930,+0.448,+0.241,178.9,12,NGT Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Bertrand,Baguette,900633,,BEL,BAG,,,,,,
7,13,9,2:20.978,+0.496,+0.048,178.9,14,PG Motorsport,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Mees,Muller,48997,,NED,MMU,,,,,,
8,96,13,2:20.992,+0.510,+0.014,178.8,15,Ajith - RedAnt Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Milan,Marczak,52076,,POL,MAR,,,,,,
9,8,10,2:21.089,+0.607,+0.097,178.7,14,PG Motorsport,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Joep,Muller,48996,,NED,JMU,,,,,,
10,32,12,2:21.165,+0.683,+0.076,178.6,14,NGT Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Robin,Knutsson,108123,,SWE,KNU,,,,,,
11,2,11,2:21.279,+0.797,+0.114,178.5,15,a-workx by KATANA Tools,PRO-AM,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Alex,Hardt,38307,,GER,HAR,,,,,,
12,22,13,2:21.442,+0.960,+0.163,178.3,15,NGT Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Frank,Porté Ruiz,ITC CR 007 AND,,AND,POR,,,,,,
13,55,8,2:21.505,+1.023,+0.063,178.2,14,JW Raceservice,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Karol,Kr?t,S/ITC-C/10020,,POL,KRE,,,,,,
14,5,8,2:21.512,+1.030,+0.007,178.2,13,Team RaceArt,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Joep,Breedveld,44453,,NED,BRE,,,,,,
15,998,8,2:21.536,+1.054,+0.024,178.1,13,MDM Motorsport,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Jan,Seyffert,28098,,GER,SEY,,,,,,
16,18,13,2:22.291,+1.809,+0.755,177.2,13,a-workx by KATANA Tools,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Henry,Wheeler,JAC1248,,USA,WHE,,,,,,
17,39,11,2:22.828,+2.346,+0.537,176.5,15,39 Racing,PRO-AM,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Jani,Käkelä,34909148,,FIN,KAK,,,,,,
18,63,5,2:23.620,+3.138,+0.792,175.6,15,Team RaceArt,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Arthur,Peters,915144,,BEL,PET,,,,,,
19,12,8,2:23.645,+3.163,+0.025,175.5,14,Team GP Elite,PRO-AM,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Maik,Rosenberg,14532,,GER,ROS,,,,,,
20,17,10,2:23.847,+3.365,+0.202,175.3,12,Speedlover,PRO-AM,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Nick,Hunter,298720,,BEL,WIL,,,,,,
21,19,11,2:24.087,+3.605,+0.240,175.0,13,Team GP Elite,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Dino,van der Geest,55670,,NED,GEE,,,,,,
22,95,8,2:24.227,+3.745,+0.140,174.8,13,Team GP Elite,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Thijn,van Berkel,,,NED,BER,,,,,,
23,977,13,2:26.775,+6.293,+2.548,171.8,14,MDM Motorsport,PRO-AM,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Levent,Türkmen,50593,,NED,TUR,,,,,,
24,29,6,2:29.105,+8.623,+2.330,169.1,13,Ajith - RedAnt Racing,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Jesse,Polderdijk,54777,,NED,POL,,,,,,
25,83,9,2:36.188,+15.706,+7.083,161.4,14,Team GP Elite,PRO-AM,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Makoto,Haga,58725280140,,JPN,HAG,,,,,,
