POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,2,7,2:19.637,-,-,180.6,8,a-workx by KATANA Tools,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Alex,Hardt,38307,,GER,HAR,,,,,,
2,28,7,2:19.771,+0.134,+0.134,180.4,8,Quanloop EST1 Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Alexander,Reimann,32918,,EST,REI,,,,,,
3,22,8,2:19.844,+0.207,+0.073,180.3,11,NGT Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Frank,Porté Ruiz,ITC CR 007 AND,,AND,POR,,,,,,
4,96,8,2:19.911,+0.274,+0.067,180.2,10,Ajith - RedAnt Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Milan,Marczak,52076,,NED,MAR,,,,,,
5,69,4,2:20.019,+0.382,+0.108,180.1,10,Team RaceArt,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Jaap,van Lagen,13620,,NED,LAG,,,,,,
6,919,9,2:20.057,+0.420,+0.038,180.0,11,MDM Motorsport,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Hjelte,Hoffner,55246,,NED,HOF,,,,,,
7,13,9,2:20.138,+0.501,+0.081,179.9,11,PG Motorsport,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Mees,Muller,48997,,NED,MMU,,,,,,
8,8,9,2:20.143,+0.506,+0.005,179.9,10,PG Motorsport,ROOKIE,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Joep,Muller,48996,,NED,JMU,,,,,,
9,92,10,2:20.154,+0.517,+0.011,179.9,12,NGT Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Bertrand,Baguette,900633,,BEL,BAG,,,,,,
10,27,7,2:20.287,+0.650,+0.133,179.7,9,Quanloop EST1 Racing,PRO,,,Porsche 911 GT3 CUP - type 992.1,,,,,,,,,,,,Tio,Ellinas,C101,,CYP,ELL,,,,,,
