POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,92,Classified,12,33:33.840,-,-,12,2:23.172,176.1,D'IETEREN LUXURY PERFORMANCE,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Bertrand,BAGUETTE,900633,,BEL,BAG,,,,,,
2,98,Classified,12,33:34.586,+0.746,+0.746,12,2:23.344,175.9,PG Motorsport,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nick,HO,47013,,NED,HO,,,,,,
3,69,Classified,12,33:34.867,+1.027,+0.281,4,2:23.303,175.9,Team RaceArt,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jaap,VAN LAGEN,13620,,NED,LAG,,,,,,
4,65,Classified,12,33:35.372,+1.532,+0.505,11,2:23.373,175.9,Team RaceArt,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sam,JONGEJAN,50127,,NED,JON,,,,,,
5,32,Classified,12,33:35.645,+1.805,+0.273,11,2:23.268,176.0,NGT Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Robin,KNUTSSON,108123,,SWE,KNU,,,,,,
6,10,Classified,12,33:36.563,+2.723,+0.918,11,2:22.886,176.5,RedAnt Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Niels,LANGEVELD,29291,,NED,LAN,,,,,,
7,96,Classified,12,33:37.307,+3.467,+0.744,11,2:22.909,176.4,RedAnt Racing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Milan,MARCZAK,52076,,POL,MAR,,,,,,
8,47,Classified,12,33:40.010,+6.170,+2.703,12,2:23.862,175.3,EST1 Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Alexander,REIMANN,29510,,EST,REI,,,,,,
9,22,Classified,12,33:40.602,+6.762,+0.592,11,2:24.033,175.1,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Frank,PORTÉ RUIZ,,,AND,POR,,,,,,
10,13,Classified,12,33:44.800,+10.960,+4.198,12,2:24.891,174.0,PG Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Mees,MULLER,48997,,NED,MUL,,,,,,
11,27,Classified,12,33:46.459,+12.619,+1.659,12,2:23.820,175.3,Team GP Elite,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Daan,VAN KUIJK,39940,,NED,KUI,,,,,,
12,23,Classified,12,33:46.620,+12.780,+0.161,11,2:24.504,174.5,Team Koiranen,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Henri,TUOMAALA,23487406,,FIN,TUO,,,,,,
13,48,Classified,12,33:47.037,+13.197,+0.417,10,2:24.063,175.0,RedAnt Racing with Porsche Estonia,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Thomas,KANGRO,29634,,EST,KAN,,,,,,
14,919,Classified,12,33:47.972,+14.132,+0.935,12,2:24.483,174.5,MDM Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Hjelte,HOFFNER,55246,,NED,HOF,,,,,,
15,11,Classified,12,33:51.314,+17.474,+3.342,9,2:25.536,173.3,Spark Racing Team,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nikola,MILJKOVIC,011,,SRB,MIL,,,,,,
16,39,Classified,12,33:54.029,+20.189,+2.715,12,2:26.560,172.0,39 Racing,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jani,KÄKELÄ,34909148,,FIN,KÄK,,,,,,
17,14,Classified,12,33:54.661,+20.821,+0.632,12,2:24.814,174.1,JW Raceservice,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Tomas,DE BACKER,910317,,BEL,BAC,,,,,,
18,77,Classified,12,33:59.259,+25.419,+4.598,12,2:26.330,172.3,Team RaceArt,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jules,GROUWELS,37140,,NED,GRO,,,,,,
,17,Not classified,6,17:37.873,,,3,2:37.734,159.9,Team GP Elite,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Dréke,JANSSEN,45447,,NED,JAN,,,,,,
,56,Not classified,5,12:57.385,,,4,2:25.803,172.9,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Alexandra,VATEVA,,,BUL,VAT,,,,,,
,5,Not classified,4,10:14.809,,,2,2:34.446,163.3,Team GP Elite,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Domas,RAUDONIS,2025-ITC-C/48,,LTU,RAU,,,,,,
,15,Not classified,1,2:34.902,,,0,,,cargraphic by Kurt Ecke Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Max,SCHLICHENMEIER,38880,,GER,SCH,,,,,,
