POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,32,9,2:20.302,-,-,179.7,12,NGT Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Robin,KNUTSSON,108123,,SWE,KNU,,,,,,
2,69,9,2:20.330,+0.028,+0.028,179.7,11,Team RaceArt,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jaap,VAN LAGEN,13620,,NED,LAG,,,,,,
3,5,11,2:20.336,+0.034,+0.006,179.7,13,Team GP Elite,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Domas,RAUDONIS,2025-ITC-C/48,,LTU,RAU,,,,,,
4,92,3,2:20.417,+0.115,+0.081,179.6,10,D'IETEREN LUXURY PERFORMANCE,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Bertrand,BAGUETTE,900633,,BEL,BAG,,,,,,
5,65,3,2:20.511,+0.209,+0.094,179.4,10,Team RaceArt,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Sam,JONGEJAN,50127,,NED,JON,,,,,,
6,98,10,2:20.608,+0.306,+0.097,179.3,11,PG Motorsport,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nick,HO,47013,,NED,HO,,,,,,
7,919,9,2:20.704,+0.402,+0.096,179.2,11,MDM Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Hjelte,HOFFNER,55246,,NED,HOF,,,,,,
8,22,9,2:20.952,+0.650,+0.248,178.9,12,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Frank,PORTÉ RUIZ,,,AND,POR,,,,,,
9,10,8,2:20.986,+0.684,+0.034,178.8,10,RedAnt Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Niels,LANGEVELD,29291,,NED,LAN,,,,,,
10,96,9,2:21.090,+0.788,+0.104,178.7,11,RedAnt Racing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Milan,MARCZAK,52076,,POL,MAR,,,,,,
11,47,9,2:21.108,+0.806,+0.018,178.7,12,EST1 Racing,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Alexander,REIMANN,29510,,EST,REI,,,,,,
12,13,9,2:21.320,+1.018,+0.212,178.4,11,PG Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Mees,MULLER,48997,,NED,MUL,,,,,,
13,17,3,2:21.415,+1.113,+0.095,178.3,12,Team GP Elite,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Dréke,JANSSEN,45447,,NED,JAN,,,,,,
14,48,10,2:21.462,+1.160,+0.047,178.2,12,RedAnt Racing with Porsche Estonia,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Thomas,KANGRO,29634,,EST,KAN,,,,,,
15,14,10,2:21.529,+1.227,+0.067,178.2,13,JW Raceservice,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Tomas,DE BACKER,910317,,BEL,BAC,,,,,,
16,56,9,2:21.706,+1.404,+0.177,177.9,12,Q1 Trackracing,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Alexandra,VATEVA,,,BUL,VAT,,,,,,
17,15,12,2:21.798,+1.496,+0.092,177.8,13,cargraphic by Kurt Ecke Motorsport,ROOKIE,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Max,SCHLICHENMEIER,38880,,GER,SCH,,,,,,
18,77,10,2:22.013,+1.711,+0.215,177.5,10,Team RaceArt,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jules,GROUWELS,37140,,NED,GRO,,,,,,
19,27,4,2:22.039,+1.737,+0.026,177.5,12,Team GP Elite,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Daan,VAN KUIJK,39940,,NED,KUI,,,,,,
20,23,10,2:22.216,+1.914,+0.177,177.3,13,Team Koiranen,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Henri,TUOMAALA,23487406,,FIN,TUO,,,,,,
21,39,12,2:22.717,+2.415,+0.501,176.7,13,39 Racing,PRO-AM,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Jani,KÄKELÄ,34909148,,FIN,KÄK,,,,,,
22,11,4,2:22.741,+2.439,+0.024,176.6,13,Spark Racing Team,PRO,,,Porsche 911 GT3 Cup (992),,,,,,,,,,,,Nikola,MILJKOVIC,011,,SRB,MIL,,,,,,
