POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,40,Classified,12,25:02.640,-,-,2,2:04.226,156.8,DHL Team,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,Stiak,,,DEU,,,,,,,
2,55,Classified,12,25:03.754,+1.114,+1.114,3,2:04.377,156.6,Cartech Motorsport,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,Boenighausen,,,DEU,,,,,,,
3,50,Classified,12,25:18.396,+15.756,+14.642,3,2:05.626,155.1,Porsche Junior GB,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,James,Wallis,,,GBR,,,,,,,
4,52,Classified,12,25:21.736,+19.096,+3.340,5,2:05.737,155.0,Proton Huber Competition,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Angus,Whiteside,,,GBR,,,,,,,
5,3,Classified,12,25:32.358,+29.718,+10.622,4,2:06.867,153.6,Saudi Racing,ProAm,R,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,SAU,SAS,,,,,,
6,23,Classified,12,25:33.561,+30.921,+1.203,12,2:06.724,153.7,Saudi Racing,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,SAU,,,,,,,
7,44,Classified,12,25:40.752,+38.112,+7.191,3,2:06.981,153.4,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Thomas,Kiefer,,,DEU,,,,,,,
8,5,Classified,12,25:42.014,+39.374,+1.262,3,2:06.823,153.6,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,Spreng,,,DEU,,,,,,,
9,85,Classified,12,25:43.432,+40.792,+1.418,3,2:07.110,153.3,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,,,,,,,
10,27,Classified,12,25:49.087,+46.447,+5.655,10,2:07.795,152.5,MVII RACING LLC,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mike,Mim,,,BGR,,,,,,,
11,56,Classified,12,25:49.243,+46.603,+0.156,4,2:06.087,154.5,AV Racing,ProAm,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BGR,,,,,,,
12,17,Classified,12,25:57.748,+55.108,+8.505,11,2:07.485,152.8,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,,,,,,,
13,66,Classified,12,25:59.652,+57.012,+1.904,10,2:07.076,153.3,Seven X Seven,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,,,,,,,
14,10,Classified,12,26:06.631,+1:03.991,+6.979,4,2:07.837,152.4,Proton Huber Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,,,,,,,
15,7,Classified,12,26:34.501,+1:31.861,+27.870,3,2:09.447,150.5,Rabdan Motorsport,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saif,Al Ameri,,,ARE,SAA,,,,,,
