POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,34,6,1:44.550,-,-,169.0,6,SUD MOTORSPORT,FX1,F3B,,Dallara F310,,,,,,,,,,,,Giuseppe,MARINARO,,,ITA,,,,,,,
2,5,5,1:46.636,+2.086,+2.086,165.7,6,BATTAGLIA RACING CAR,FX1,G1,,Griiip G1,,,,,,,,,,,,Enrico,BATTAGLIA,,,ITA,,,,,,,
3,15,9,1:48.709,+4.159,+2.073,162.6,9,TECHNORACE SRL,T014,PRO,,Tatuus T014,,,,,,,,,,,,Riccardo,ORLANDO,,,ITA,,,,,,,
4,69,9,1:49.088,+4.538,+0.379,162.0,9,-,T014,PRO,,Tatuus T014,,,,,,,,,,,,Salvatore,LIOTTI,,,ITA,,,,,,,
5,85,2,1:49.137,+4.587,+0.049,161.9,2,SUD MOTORSPORT,FX1,F3B,,Dallara F308,,,,,,,,,,,,Daniele,SIANO,,,ITA,,,,,,,
6,7,5,1:49.330,+4.780,+0.193,161.6,9,DRUE SPEED BY FACONDINI,T014,Silver,,Tatuus T014,,,,,,,,,,,,Cristian,TONALINI,,,ITA,,,,,,,
7,44,5,1:49.651,+5.101,+0.321,161.2,7,DRUE SPEED BY FACONDINI,T014,Silver,,Tatuus T014,,,,,,,,,,,,Francesco,CUNSOLO,,,SMR,,,,,,,
8,68,6,1:49.751,+5.201,+0.100,161.0,6,GRASSANORACING,T014,PRO,,Tatuus T014,,,,,,,,,,,,Rodolfo,CAMBIASO,,,ITA,,,,,,,
9,21,2,1:49.865,+5.315,+0.114,160.9,8,BATTAGLIA RACING CAR,FX1,G1,,Griiip G1,,,,,,,,,,,,Federico,BERNONI,,,ITA,,,,,,,
10,30,9,1:49.995,+5.445,+0.130,160.7,9,ALPHA TEAM RACING,FX1 Elite,F. Regional,,Tatuus F. Regional,,,,,,,,,,,,Masci,ANDREA,,,ITA,,,,,,,
